ref_date,region,status,population_change,annual_population_growth,percent_of_total_population,percent_of_population_change
"1998-10-01 00:00:00",Saskatchewan,Immigrants,378,322,0.04,117.39
"1998-10-01 00:00:00",Saskatchewan,"Net emigration",299,322,0.03,92.86
"1998-10-01 00:00:00",Saskatchewan,Emigrants,227,322,0.02,70.50
"1998-10-01 00:00:00",Saskatchewan,"Returning emigrants",48,322,0.00,14.91
"1998-10-01 00:00:00",Saskatchewan,"Net temporary emigration",120,322,0.01,37.27
"1998-10-01 00:00:00",Saskatchewan,"Net non-permanent residents",-338,322,0.03,-104.97
"1998-10-01 00:00:00",Yukon,Immigrants,15,-679,0.05,-2.21
"1998-10-01 00:00:00",Yukon,"Net emigration",13,-679,0.04,-1.91
"1998-10-01 00:00:00",Yukon,Emigrants,10,-679,0.03,-1.47
"1998-10-01 00:00:00",Yukon,"Returning emigrants",3,-679,0.01,-0.44
"1998-10-01 00:00:00",Yukon,"Net temporary emigration",6,-679,0.02,-0.88
"1998-10-01 00:00:00",Yukon,"Net non-permanent residents",-29,-679,0.09,4.27
"1998-10-01 00:00:00",Nunavut,Immigrants,2,455,0.01,0.44
"1998-10-01 00:00:00",Nunavut,"Net emigration",5,455,0.02,1.10
"1998-10-01 00:00:00",Nunavut,Emigrants,3,455,0.01,0.66
"1998-10-01 00:00:00",Nunavut,"Returning emigrants",0,455,0.00,0.00
"1998-10-01 00:00:00",Nunavut,"Net temporary emigration",2,455,0.01,0.44
"1998-10-01 00:00:00",Nunavut,"Net non-permanent residents",1,455,0.00,0.22
"1999-01-01 00:00:00","Prince Edward Island",Immigrants,32,56,0.02,57.14
"1999-01-01 00:00:00","Prince Edward Island","Net emigration",20,56,0.01,35.71
"1999-01-01 00:00:00","Prince Edward Island",Emigrants,18,56,0.01,32.14
"1999-01-01 00:00:00","Prince Edward Island","Returning emigrants",5,56,0.00,8.93
"1999-01-01 00:00:00","Prince Edward Island","Net temporary emigration",7,56,0.01,12.50
"1999-01-01 00:00:00","Prince Edward Island","Net non-permanent residents",-1,56,0.00,-1.79
"1999-01-01 00:00:00",Quebec,Immigrants,6337,24230,0.09,26.15
"1999-01-01 00:00:00",Quebec,"Net emigration",1674,24230,0.02,6.91
"1999-01-01 00:00:00",Quebec,Emigrants,1295,24230,0.02,5.34
"1999-01-01 00:00:00",Quebec,"Returning emigrants",442,24230,0.01,1.82
"1999-01-01 00:00:00",Quebec,"Net temporary emigration",821,24230,0.01,3.39
"1999-01-01 00:00:00",Quebec,"Net non-permanent residents",370,24230,0.01,1.53
"1999-01-01 00:00:00",Ontario,Immigrants,21111,127530,0.18,16.55
"1999-01-01 00:00:00",Ontario,"Net emigration",4081,127530,0.04,3.20
"1999-01-01 00:00:00",Ontario,Emigrants,3215,127530,0.03,2.52
"1999-01-01 00:00:00",Ontario,"Returning emigrants",1279,127530,0.01,1.00
"1999-01-01 00:00:00",Ontario,"Net temporary emigration",2145,127530,0.02,1.68
"1999-01-01 00:00:00",Ontario,"Net non-permanent residents",3420,127530,0.03,2.68
"1999-01-01 00:00:00",Saskatchewan,Immigrants,520,-621,0.05,-83.74
"1999-01-01 00:00:00",Saskatchewan,"Net emigration",210,-621,0.02,-33.82
"1999-01-01 00:00:00",Saskatchewan,Emigrants,162,-621,0.02,-26.09
"1999-01-01 00:00:00",Saskatchewan,"Returning emigrants",56,-621,0.01,-9.02
"1999-01-01 00:00:00",Saskatchewan,"Net temporary emigration",104,-621,0.01,-16.75
"1999-01-01 00:00:00",Saskatchewan,"Net non-permanent residents",2,-621,0.00,-0.32
"1999-01-01 00:00:00",Yukon,Immigrants,17,-762,0.06,-2.23
"1999-01-01 00:00:00",Yukon,"Net emigration",9,-762,0.03,-1.18
"1999-01-01 00:00:00",Yukon,Emigrants,7,-762,0.02,-0.92
"1999-01-01 00:00:00",Yukon,"Returning emigrants",3,-762,0.01,-0.39
"1999-01-01 00:00:00",Yukon,"Net temporary emigration",5,-762,0.02,-0.66
"1999-01-01 00:00:00",Yukon,"Net non-permanent residents",0,-762,0.00,0.00
"1999-01-01 00:00:00",Nunavut,Immigrants,2,493,0.01,0.41
"1999-01-01 00:00:00",Nunavut,"Net emigration",5,493,0.02,1.01
"1999-01-01 00:00:00",Nunavut,Emigrants,3,493,0.01,0.61
"1999-01-01 00:00:00",Nunavut,"Returning emigrants",0,493,0.00,0.00
"1999-01-01 00:00:00",Nunavut,"Net temporary emigration",2,493,0.01,0.41
"1999-01-01 00:00:00",Nunavut,"Net non-permanent residents",1,493,0.00,0.20
"1999-04-01 00:00:00","Prince Edward Island",Immigrants,26,390,0.02,6.67
"1999-04-01 00:00:00","Prince Edward Island","Net emigration",25,390,0.02,6.41
"1999-04-01 00:00:00","Prince Edward Island",Emigrants,26,390,0.02,6.67
"1999-04-01 00:00:00","Prince Edward Island","Returning emigrants",9,390,0.01,2.31
"1999-04-01 00:00:00","Prince Edward Island","Net temporary emigration",8,390,0.01,2.05
"1999-04-01 00:00:00","Prince Edward Island","Net non-permanent residents",124,390,0.09,31.79
"1999-04-01 00:00:00",Quebec,Immigrants,7208,24556,0.10,29.35
"1999-04-01 00:00:00",Quebec,"Net emigration",2008,24556,0.03,8.18
"1999-04-01 00:00:00",Quebec,Emigrants,1848,24556,0.03,7.53
"1999-04-01 00:00:00",Quebec,"Returning emigrants",796,24556,0.01,3.24
"1999-04-01 00:00:00",Quebec,"Net temporary emigration",956,24556,0.01,3.89
"1999-04-01 00:00:00",Quebec,"Net non-permanent residents",979,24556,0.01,3.99
"1999-04-01 00:00:00",Ontario,Immigrants,26277,130819,0.23,20.09
"1999-04-01 00:00:00",Ontario,"Net emigration",4783,130819,0.04,3.66
"1999-04-01 00:00:00",Ontario,Emigrants,4590,130819,0.04,3.51
"1999-04-01 00:00:00",Ontario,"Returning emigrants",2299,130819,0.02,1.76
"1999-04-01 00:00:00",Ontario,"Net temporary emigration",2492,130819,0.02,1.90
"1999-04-01 00:00:00",Ontario,"Net non-permanent residents",9709,130819,0.08,7.42
"1999-04-01 00:00:00",Saskatchewan,Immigrants,369,-1389,0.04,-26.57
"1999-04-01 00:00:00",Saskatchewan,"Net emigration",249,-1389,0.02,-17.93
"1999-04-01 00:00:00",Saskatchewan,Emigrants,230,-1389,0.02,-16.56
"1999-04-01 00:00:00",Saskatchewan,"Returning emigrants",101,-1389,0.01,-7.27
"1999-04-01 00:00:00",Saskatchewan,"Net temporary emigration",120,-1389,0.01,-8.64
"1999-04-01 00:00:00",Saskatchewan,"Net non-permanent residents",515,-1389,0.05,-37.08
"1999-04-01 00:00:00",Yukon,Immigrants,22,-718,0.07,-3.06
"1999-04-01 00:00:00",Yukon,"Net emigration",9,-718,0.03,-1.25
"1999-04-01 00:00:00",Yukon,Emigrants,10,-718,0.03,-1.39
"1999-04-01 00:00:00",Yukon,"Returning emigrants",7,-718,0.02,-0.97
"1999-04-01 00:00:00",Yukon,"Net temporary emigration",6,-718,0.02,-0.84
"1999-04-01 00:00:00",Yukon,"Net non-permanent residents",50,-718,0.16,-6.96
"1999-04-01 00:00:00",Nunavut,Immigrants,6,538,0.02,1.12
"1999-04-01 00:00:00",Nunavut,"Net emigration",6,538,0.02,1.12
"1999-04-01 00:00:00",Nunavut,Emigrants,4,538,0.01,0.74
"1999-04-01 00:00:00",Nunavut,"Returning emigrants",0,538,0.00,0.00
"1999-04-01 00:00:00",Nunavut,"Net temporary emigration",2,538,0.01,0.37
"1999-04-01 00:00:00",Nunavut,"Net non-permanent residents",-1,538,0.00,-0.19
"1999-07-01 00:00:00","Prince Edward Island",Immigrants,35,477,0.03,7.34
"1999-07-01 00:00:00","Prince Edward Island","Net emigration",27,477,0.02,5.66
"1999-07-01 00:00:00","Prince Edward Island",Emigrants,24,477,0.02,5.03
"1999-07-01 00:00:00","Prince Edward Island","Returning emigrants",8,477,0.01,1.68
"1999-07-01 00:00:00","Prince Edward Island","Net temporary emigration",11,477,0.01,2.31
"1999-07-01 00:00:00","Prince Edward Island","Net non-permanent residents",2,477,0.00,0.42
"1999-07-01 00:00:00",Quebec,Immigrants,7289,27315,0.10,26.68
"1999-07-01 00:00:00",Quebec,"Net emigration",3280,27315,0.04,12.01
"1999-07-01 00:00:00",Quebec,Emigrants,2971,27315,0.04,10.88
"1999-07-01 00:00:00",Quebec,"Returning emigrants",998,27315,0.01,3.65
"1999-07-01 00:00:00",Quebec,"Net temporary emigration",1307,27315,0.02,4.78
"1999-07-01 00:00:00",Quebec,"Net non-permanent residents",3993,27315,0.05,14.62
"1999-07-01 00:00:00",Ontario,Immigrants,30234,138858,0.26,21.77
"1999-07-01 00:00:00",Ontario,"Net emigration",8740,138858,0.08,6.29
"1999-07-01 00:00:00",Ontario,Emigrants,8195,138858,0.07,5.90
"1999-07-01 00:00:00",Ontario,"Returning emigrants",2862,138858,0.02,2.06
"1999-07-01 00:00:00",Ontario,"Net temporary emigration",3407,138858,0.03,2.45
"1999-07-01 00:00:00",Ontario,"Net non-permanent residents",12607,138858,0.11,9.08
"1999-07-01 00:00:00",Saskatchewan,Immigrants,420,-2808,0.04,-14.96
"1999-07-01 00:00:00",Saskatchewan,"Net emigration",449,-2808,0.04,-15.99
"1999-07-01 00:00:00",Saskatchewan,Emigrants,374,-2808,0.04,-13.32
"1999-07-01 00:00:00",Saskatchewan,"Returning emigrants",89,-2808,0.01,-3.17
"1999-07-01 00:00:00",Saskatchewan,"Net temporary emigration",164,-2808,0.02,-5.84
"1999-07-01 00:00:00",Saskatchewan,"Net non-permanent residents",261,-2808,0.03,-9.29
"1999-07-01 00:00:00",Yukon,Immigrants,28,-364,0.09,-7.69
"1999-07-01 00:00:00",Yukon,"Net emigration",19,-364,0.06,-5.22
"1999-07-01 00:00:00",Yukon,Emigrants,19,-364,0.06,-5.22
"1999-07-01 00:00:00",Yukon,"Returning emigrants",8,-364,0.03,-2.20
"1999-07-01 00:00:00",Yukon,"Net temporary emigration",8,-364,0.03,-2.20
"1999-07-01 00:00:00",Yukon,"Net non-permanent residents",-7,-364,0.02,1.92
"1999-07-01 00:00:00",Nunavut,Immigrants,5,447,0.02,1.12
"1999-07-01 00:00:00",Nunavut,"Net emigration",6,447,0.02,1.34
"1999-07-01 00:00:00",Nunavut,Emigrants,4,447,0.01,0.89
"1999-07-01 00:00:00",Nunavut,"Returning emigrants",0,447,0.00,0.00
"1999-07-01 00:00:00",Nunavut,"Net temporary emigration",2,447,0.01,0.45
"1999-07-01 00:00:00",Nunavut,"Net non-permanent residents",-14,447,0.05,-3.13
"1999-10-01 00:00:00","Prince Edward Island",Immigrants,44,516,0.03,8.53
"1999-10-01 00:00:00","Prince Edward Island","Net emigration",21,516,0.02,4.07
"1999-10-01 00:00:00","Prince Edward Island",Emigrants,15,516,0.01,2.91
"1999-10-01 00:00:00","Prince Edward Island","Returning emigrants",3,516,0.00,0.58
"1999-10-01 00:00:00","Prince Edward Island","Net temporary emigration",9,516,0.01,1.74
"1999-10-01 00:00:00","Prince Edward Island","Net non-permanent residents",-15,516,0.01,-2.91
"1999-10-01 00:00:00",Quebec,Immigrants,8345,29420,0.11,28.37
"1999-10-01 00:00:00",Quebec,"Net emigration",2214,29420,0.03,7.53
"1999-10-01 00:00:00",Quebec,Emigrants,1709,29420,0.02,5.81
"1999-10-01 00:00:00",Quebec,"Returning emigrants",463,29420,0.01,1.57
"1999-10-01 00:00:00",Quebec,"Net temporary emigration",968,29420,0.01,3.29
"1999-10-01 00:00:00",Quebec,"Net non-permanent residents",-2650,29420,0.04,-9.01
"1999-10-01 00:00:00",Ontario,Immigrants,26543,150660,0.23,17.62
"1999-10-01 00:00:00",Ontario,"Net emigration",5905,150660,0.05,3.92
"1999-10-01 00:00:00",Ontario,Emigrants,4712,150660,0.04,3.13
"1999-10-01 00:00:00",Ontario,"Returning emigrants",1329,150660,0.01,0.88
"1999-10-01 00:00:00",Ontario,"Net temporary emigration",2522,150660,0.02,1.67
"1999-10-01 00:00:00",Ontario,"Net non-permanent residents",-14844,150660,0.13,-9.85
"1999-10-01 00:00:00",Saskatchewan,Immigrants,417,-5166,0.04,-8.07
"1999-10-01 00:00:00",Saskatchewan,"Net emigration",296,-5166,0.03,-5.73
"1999-10-01 00:00:00",Saskatchewan,Emigrants,215,-5166,0.02,-4.16
"1999-10-01 00:00:00",Saskatchewan,"Returning emigrants",41,-5166,0.00,-0.79
"1999-10-01 00:00:00",Saskatchewan,"Net temporary emigration",122,-5166,0.01,-2.36
"1999-10-01 00:00:00",Saskatchewan,"Net non-permanent residents",-256,-5166,0.03,4.96
"1999-10-01 00:00:00",Yukon,Immigrants,12,-269,0.04,-4.46
"1999-10-01 00:00:00",Yukon,"Net emigration",14,-269,0.05,-5.20
"1999-10-01 00:00:00",Yukon,Emigrants,11,-269,0.04,-4.09
"1999-10-01 00:00:00",Yukon,"Returning emigrants",3,-269,0.01,-1.12
"1999-10-01 00:00:00",Yukon,"Net temporary emigration",6,-269,0.02,-2.23
"1999-10-01 00:00:00",Yukon,"Net non-permanent residents",-42,-269,0.14,15.61
"1999-10-01 00:00:00",Nunavut,Immigrants,1,548,0.00,0.18
"1999-10-01 00:00:00",Nunavut,"Net emigration",5,548,0.02,0.91
"1999-10-01 00:00:00",Nunavut,Emigrants,3,548,0.01,0.55
"1999-10-01 00:00:00",Nunavut,"Returning emigrants",0,548,0.00,0.00
"1999-10-01 00:00:00",Nunavut,"Net temporary emigration",2,548,0.01,0.36
"1999-10-01 00:00:00",Nunavut,"Net non-permanent residents",-1,548,0.00,-0.18
"2000-01-01 00:00:00","Prince Edward Island",Immigrants,21,448,0.02,4.69
"2000-01-01 00:00:00","Prince Edward Island","Net emigration",14,448,0.01,3.13
"2000-01-01 00:00:00","Prince Edward Island",Emigrants,10,448,0.01,2.23
"2000-01-01 00:00:00","Prince Edward Island","Returning emigrants",3,448,0.00,0.67
"2000-01-01 00:00:00","Prince Edward Island","Net temporary emigration",7,448,0.01,1.56
"2000-01-01 00:00:00","Prince Edward Island","Net non-permanent residents",-20,448,0.01,-4.46
"2000-01-01 00:00:00",Quebec,Immigrants,6854,30031,0.09,22.82
"2000-01-01 00:00:00",Quebec,"Net emigration",1672,30031,0.02,5.57
"2000-01-01 00:00:00",Quebec,Emigrants,1238,30031,0.02,4.12
"2000-01-01 00:00:00",Quebec,"Returning emigrants",407,30031,0.01,1.36
"2000-01-01 00:00:00",Quebec,"Net temporary emigration",841,30031,0.01,2.80
"2000-01-01 00:00:00",Quebec,"Net non-permanent residents",1152,30031,0.02,3.84
"2000-01-01 00:00:00",Ontario,Immigrants,25413,157405,0.22,16.14
"2000-01-01 00:00:00",Ontario,"Net emigration",4447,157405,0.04,2.83
"2000-01-01 00:00:00",Ontario,Emigrants,3417,157405,0.03,2.17
"2000-01-01 00:00:00",Ontario,"Returning emigrants",1167,157405,0.01,0.74
"2000-01-01 00:00:00",Ontario,"Net temporary emigration",2197,157405,0.02,1.40
"2000-01-01 00:00:00",Ontario,"Net non-permanent residents",7571,157405,0.07,4.81
"2000-01-01 00:00:00",Saskatchewan,Immigrants,391,-5742,0.04,-6.81
"2000-01-01 00:00:00",Saskatchewan,"Net emigration",225,-5742,0.02,-3.92
"2000-01-01 00:00:00",Saskatchewan,Emigrants,156,-5742,0.02,-2.72
"2000-01-01 00:00:00",Saskatchewan,"Returning emigrants",37,-5742,0.00,-0.64
"2000-01-01 00:00:00",Saskatchewan,"Net temporary emigration",106,-5742,0.01,-1.85
"2000-01-01 00:00:00",Saskatchewan,"Net non-permanent residents",8,-5742,0.00,-0.14
"2000-01-01 00:00:00",Yukon,Immigrants,15,-253,0.05,-5.93
"2000-01-01 00:00:00",Yukon,"Net emigration",11,-253,0.04,-4.35
"2000-01-01 00:00:00",Yukon,Emigrants,9,-253,0.03,-3.56
"2000-01-01 00:00:00",Yukon,"Returning emigrants",3,-253,0.01,-1.19
"2000-01-01 00:00:00",Yukon,"Net temporary emigration",5,-253,0.02,-1.98
"2000-01-01 00:00:00",Yukon,"Net non-permanent residents",27,-253,0.09,-10.67
"2000-01-01 00:00:00",Nunavut,Immigrants,0,570,0.00,0.00
"2000-01-01 00:00:00",Nunavut,"Net emigration",4,570,0.01,0.70
"2000-01-01 00:00:00",Nunavut,Emigrants,2,570,0.01,0.35
"2000-01-01 00:00:00",Nunavut,"Returning emigrants",0,570,0.00,0.00
"2000-01-01 00:00:00",Nunavut,"Net temporary emigration",2,570,0.01,0.35
"2000-01-01 00:00:00",Nunavut,"Net non-permanent residents",2,570,0.01,0.35
"2000-04-01 00:00:00","Prince Edward Island",Immigrants,42,264,0.03,15.91
"2000-04-01 00:00:00","Prince Edward Island","Net emigration",16,264,0.01,6.06
"2000-04-01 00:00:00","Prince Edward Island",Emigrants,14,264,0.01,5.30
"2000-04-01 00:00:00","Prince Edward Island","Returning emigrants",6,264,0.00,2.27
"2000-04-01 00:00:00","Prince Edward Island","Net temporary emigration",8,264,0.01,3.03
"2000-04-01 00:00:00","Prince Edward Island","Net non-permanent residents",4,264,0.00,1.52
"2000-04-01 00:00:00",Quebec,Immigrants,7762,32126,0.11,24.16
"2000-04-01 00:00:00",Quebec,"Net emigration",1882,32126,0.03,5.86
"2000-04-01 00:00:00",Quebec,Emigrants,1675,32126,0.02,5.21
"2000-04-01 00:00:00",Quebec,"Returning emigrants",752,32126,0.01,2.34
"2000-04-01 00:00:00",Quebec,"Net temporary emigration",959,32126,0.01,2.99
"2000-04-01 00:00:00",Quebec,"Net non-permanent residents",1169,32126,0.02,3.64
"2000-04-01 00:00:00",Ontario,Immigrants,34554,168398,0.30,20.52
"2000-04-01 00:00:00",Ontario,"Net emigration",4971,168398,0.04,2.95
"2000-04-01 00:00:00",Ontario,Emigrants,4623,168398,0.04,2.75
"2000-04-01 00:00:00",Ontario,"Returning emigrants",2156,168398,0.02,1.28
"2000-04-01 00:00:00",Ontario,"Net temporary emigration",2504,168398,0.02,1.49
"2000-04-01 00:00:00",Ontario,"Net non-permanent residents",10470,168398,0.09,6.22
"2000-04-01 00:00:00",Saskatchewan,Immigrants,443,-6539,0.04,-6.77
"2000-04-01 00:00:00",Saskatchewan,"Net emigration",263,-6539,0.03,-4.02
"2000-04-01 00:00:00",Saskatchewan,Emigrants,211,-6539,0.02,-3.23
"2000-04-01 00:00:00",Saskatchewan,"Returning emigrants",68,-6539,0.01,-1.04
"2000-04-01 00:00:00",Saskatchewan,"Net temporary emigration",120,-6539,0.01,-1.84
"2000-04-01 00:00:00",Saskatchewan,"Net non-permanent residents",161,-6539,0.02,-2.46
"2000-04-01 00:00:00",Yukon,Immigrants,24,-220,0.08,-10.91
"2000-04-01 00:00:00",Yukon,"Net emigration",10,-220,0.03,-4.55
"2000-04-01 00:00:00",Yukon,Emigrants,11,-220,0.04,-5.00
"2000-04-01 00:00:00",Yukon,"Returning emigrants",6,-220,0.02,-2.73
"2000-04-01 00:00:00",Yukon,"Net temporary emigration",5,-220,0.02,-2.27
"2000-04-01 00:00:00",Yukon,"Net non-permanent residents",41,-220,0.13,-18.64
"2000-04-01 00:00:00",Nunavut,Immigrants,6,507,0.02,1.18
"2000-04-01 00:00:00",Nunavut,"Net emigration",5,507,0.02,0.99
"2000-04-01 00:00:00",Nunavut,Emigrants,3,507,0.01,0.59
"2000-04-01 00:00:00",Nunavut,"Returning emigrants",0,507,0.00,0.00
"2000-04-01 00:00:00",Nunavut,"Net temporary emigration",2,507,0.01,0.39
"2000-04-01 00:00:00",Nunavut,"Net non-permanent residents",2,507,0.01,0.39
"2000-07-01 00:00:00","Prince Edward Island",Immigrants,64,189,0.05,33.86
"2000-07-01 00:00:00","Prince Edward Island","Net emigration",28,189,0.02,14.81
"2000-07-01 00:00:00","Prince Edward Island",Emigrants,36,189,0.03,19.05
"2000-07-01 00:00:00","Prince Edward Island","Returning emigrants",19,189,0.01,10.05
"2000-07-01 00:00:00","Prince Edward Island","Net temporary emigration",11,189,0.01,5.82
"2000-07-01 00:00:00","Prince Edward Island","Net non-permanent residents",38,189,0.03,20.11
"2000-07-01 00:00:00",Quebec,Immigrants,9158,33701,0.12,27.17
"2000-07-01 00:00:00",Quebec,"Net emigration",3439,33701,0.05,10.20
"2000-07-01 00:00:00",Quebec,Emigrants,3345,33701,0.05,9.93
"2000-07-01 00:00:00",Quebec,"Returning emigrants",1250,33701,0.02,3.71
"2000-07-01 00:00:00",Quebec,"Net temporary emigration",1344,33701,0.02,3.99
"2000-07-01 00:00:00",Quebec,"Net non-permanent residents",3716,33701,0.05,11.03
"2000-07-01 00:00:00",Ontario,Immigrants,39990,178531,0.34,22.40
"2000-07-01 00:00:00",Ontario,"Net emigration",8632,178531,0.07,4.84
"2000-07-01 00:00:00",Ontario,Emigrants,8047,178531,0.07,4.51
"2000-07-01 00:00:00",Ontario,"Returning emigrants",2923,178531,0.03,1.64
"2000-07-01 00:00:00",Ontario,"Net temporary emigration",3508,178531,0.03,1.96
"2000-07-01 00:00:00",Ontario,"Net non-permanent residents",14622,178531,0.13,8.19
"2000-07-01 00:00:00",Saskatchewan,Immigrants,549,-6959,0.05,-7.89
"2000-07-01 00:00:00",Saskatchewan,"Net emigration",529,-6959,0.05,-7.60
"2000-07-01 00:00:00",Saskatchewan,Emigrants,499,-6959,0.05,-7.17
"2000-07-01 00:00:00",Saskatchewan,"Returning emigrants",139,-6959,0.01,-2.00
"2000-07-01 00:00:00",Saskatchewan,"Net temporary emigration",169,-6959,0.02,-2.43
"2000-07-01 00:00:00",Saskatchewan,"Net non-permanent residents",197,-6959,0.02,-2.83
"2000-07-01 00:00:00",Yukon,Immigrants,12,-354,0.04,-3.39
"2000-07-01 00:00:00",Yukon,"Net emigration",13,-354,0.04,-3.67
"2000-07-01 00:00:00",Yukon,Emigrants,10,-354,0.03,-2.82
"2000-07-01 00:00:00",Yukon,"Returning emigrants",5,-354,0.02,-1.41
"2000-07-01 00:00:00",Yukon,"Net temporary emigration",8,-354,0.03,-2.26
"2000-07-01 00:00:00",Yukon,"Net non-permanent residents",-5,-354,0.02,1.41
"2000-07-01 00:00:00",Nunavut,Immigrants,1,678,0.00,0.15
"2000-07-01 00:00:00",Nunavut,"Net emigration",7,678,0.03,1.03
"2000-07-01 00:00:00",Nunavut,Emigrants,5,678,0.02,0.74
"2000-07-01 00:00:00",Nunavut,"Returning emigrants",0,678,0.00,0.00
"2000-07-01 00:00:00",Nunavut,"Net temporary emigration",2,678,0.01,0.29
"2000-07-01 00:00:00",Nunavut,"Net non-permanent residents",3,678,0.01,0.44
"2000-10-01 00:00:00","Prince Edward Island",Immigrants,61,-24,0.04,-254.17
"2000-10-01 00:00:00","Prince Edward Island","Net emigration",23,-24,0.02,-95.83
"2000-10-01 00:00:00","Prince Edward Island",Emigrants,21,-24,0.02,-87.50
"2000-10-01 00:00:00","Prince Edward Island","Returning emigrants",7,-24,0.01,-29.17
"2000-10-01 00:00:00","Prince Edward Island","Net temporary emigration",9,-24,0.01,-37.50
"2000-10-01 00:00:00","Prince Edward Island","Net non-permanent residents",-47,-24,0.03,195.83
"2000-10-01 00:00:00",Quebec,Immigrants,8728,34050,0.12,25.63
"2000-10-01 00:00:00",Quebec,"Net emigration",2313,34050,0.03,6.79
"2000-10-01 00:00:00",Quebec,Emigrants,1845,34050,0.03,5.42
"2000-10-01 00:00:00",Quebec,"Returning emigrants",502,34050,0.01,1.47
"2000-10-01 00:00:00",Quebec,"Net temporary emigration",970,34050,0.01,2.85
"2000-10-01 00:00:00",Quebec,"Net non-permanent residents",-3152,34050,0.04,-9.26
"2000-10-01 00:00:00",Ontario,Immigrants,33545,188884,0.29,17.76
"2000-10-01 00:00:00",Ontario,"Net emigration",5793,188884,0.05,3.07
"2000-10-01 00:00:00",Ontario,Emigrants,4438,188884,0.04,2.35
"2000-10-01 00:00:00",Ontario,"Returning emigrants",1173,188884,0.01,0.62
"2000-10-01 00:00:00",Ontario,"Net temporary emigration",2528,188884,0.02,1.34
"2000-10-01 00:00:00",Ontario,"Net non-permanent residents",-14515,188884,0.12,-7.68
"2000-10-01 00:00:00",Saskatchewan,Immigrants,508,-6555,0.05,-7.75
"2000-10-01 00:00:00",Saskatchewan,"Net emigration",340,-6555,0.03,-5.19
"2000-10-01 00:00:00",Saskatchewan,Emigrants,274,-6555,0.03,-4.18
"2000-10-01 00:00:00",Saskatchewan,"Returning emigrants",56,-6555,0.01,-0.85
"2000-10-01 00:00:00",Saskatchewan,"Net temporary emigration",122,-6555,0.01,-1.86
"2000-10-01 00:00:00",Saskatchewan,"Net non-permanent residents",-247,-6555,0.02,3.77
"2000-10-01 00:00:00",Yukon,Immigrants,9,-314,0.03,-2.87
"2000-10-01 00:00:00",Yukon,"Net emigration",9,-314,0.03,-2.87
"2000-10-01 00:00:00",Yukon,Emigrants,6,-314,0.02,-1.91
"2000-10-01 00:00:00",Yukon,"Returning emigrants",3,-314,0.01,-0.96
"2000-10-01 00:00:00",Yukon,"Net temporary emigration",6,-314,0.02,-1.91
"2000-10-01 00:00:00",Yukon,"Net non-permanent residents",-61,-314,0.20,19.43
"2000-10-01 00:00:00",Nunavut,Immigrants,5,686,0.02,0.73
"2000-10-01 00:00:00",Nunavut,"Net emigration",5,686,0.02,0.73
"2000-10-01 00:00:00",Nunavut,Emigrants,3,686,0.01,0.44
"2000-10-01 00:00:00",Nunavut,"Returning emigrants",0,686,0.00,0.00
"2000-10-01 00:00:00",Nunavut,"Net temporary emigration",2,686,0.01,0.29
"2000-10-01 00:00:00",Nunavut,"Net non-permanent residents",-3,686,0.01,-0.44
"2001-01-01 00:00:00","Prince Edward Island",Immigrants,46,-65,0.03,-70.77
"2001-01-01 00:00:00","Prince Edward Island","Net emigration",15,-65,0.01,-23.08
"2001-01-01 00:00:00","Prince Edward Island",Emigrants,15,-65,0.01,-23.08
"2001-01-01 00:00:00","Prince Edward Island","Returning emigrants",7,-65,0.01,-10.77
"2001-01-01 00:00:00","Prince Edward Island","Net temporary emigration",7,-65,0.01,-10.77
"2001-01-01 00:00:00","Prince Edward Island","Net non-permanent residents",10,-65,0.01,-15.38
"2001-01-01 00:00:00",Quebec,Immigrants,8097,33709,0.11,24.02
"2001-01-01 00:00:00",Quebec,"Net emigration",1640,33709,0.02,4.87
"2001-01-01 00:00:00",Quebec,Emigrants,1307,33709,0.02,3.88
"2001-01-01 00:00:00",Quebec,"Returning emigrants",503,33709,0.01,1.49
"2001-01-01 00:00:00",Quebec,"Net temporary emigration",836,33709,0.01,2.48
"2001-01-01 00:00:00",Quebec,"Net non-permanent residents",1830,33709,0.02,5.43
"2001-01-01 00:00:00",Ontario,Immigrants,34801,194951,0.30,17.85
"2001-01-01 00:00:00",Ontario,"Net emigration",4148,194951,0.04,2.13
"2001-01-01 00:00:00",Ontario,Emigrants,3144,194951,0.03,1.61
"2001-01-01 00:00:00",Ontario,"Returning emigrants",1177,194951,0.01,0.60
"2001-01-01 00:00:00",Ontario,"Net temporary emigration",2181,194951,0.02,1.12
"2001-01-01 00:00:00",Ontario,"Net non-permanent residents",10911,194951,0.09,5.60
"2001-01-01 00:00:00",Saskatchewan,Immigrants,402,-7672,0.04,-5.24
"2001-01-01 00:00:00",Saskatchewan,"Net emigration",243,-7672,0.02,-3.17
"2001-01-01 00:00:00",Saskatchewan,Emigrants,194,-7672,0.02,-2.53
"2001-01-01 00:00:00",Saskatchewan,"Returning emigrants",56,-7672,0.01,-0.73
"2001-01-01 00:00:00",Saskatchewan,"Net temporary emigration",105,-7672,0.01,-1.37
"2001-01-01 00:00:00",Saskatchewan,"Net non-permanent residents",120,-7672,0.01,-1.56
"2001-01-01 00:00:00",Yukon,Immigrants,9,-348,0.03,-2.59
"2001-01-01 00:00:00",Yukon,"Net emigration",6,-348,0.02,-1.72
